date,demographic,product,sales_amount,profit_margin,comment,cluster,cluster_text_aug
2020-02-03,Middle-aged,Cherry DR Pepper,3.27,0.224,Not satisfied with carbonation.,1,1
2023-03-24,Teens,DR Pepper Classic,3.29,0.202,"Loved the taste, will buy again.",2,2
2020-06-29,Teens,DR Pepper Zero Sugar,2.24,0.103,Okay but not my favorite.,2,3
2024-06-12,Seniors,Diet DR Pepper,4.36,0.188,Not satisfied with carbonation.,3,1
2022-08-17,Middle-aged,Diet DR Pepper,3.35,0.22,Prefer sugar-free.,3,1
2020-06-19,Young adults,Cherry DR Pepper,3.54,0.173,Prefer sugar-free.,1,1
2021-04-12,Seniors,DR Pepper Classic,4.15,0.152,Prefer sugar-free.,1,1
2018-01-24,Middle-aged,DR Pepper Classic,3.45,0.182,"Loved the taste, will buy again.",1,1
2020-10-22,Seniors,Cherry DR Pepper,3.93,0.114,Packaging was damaged.,1,1
2021-04-02,Young adults,Diet DR Pepper,3.98,0.203,"Loved the taste, will buy again.",3,1
2022-04-30,Seniors,Cherry DR Pepper,4.44,0.147,Too sweet for me.,1,1
2020-10-04,Middle-aged,Cherry DR Pepper,3.13,0.15,Packaging was damaged.,1,1
2021-10-06,Seniors,DR Pepper Zero Sugar,3.01,0.18,Bought for family gathering.,0,3
2021-01-22,Young adults,DR Pepper Classic,4.14,0.189,Okay but not my favorite.,1,1
2018-07-23,Young adults,DR Pepper Classic,2.96,0.205,Okay but not my favorite.,1,1
2018-02-06,Middle-aged,DR Pepper Classic,3.37,0.255,Not satisfied with carbonation.,1,1
2020-05-02,Young adults,Cherry DR Pepper,3.55,0.181,Great value for money.,1,1
2019-09-26,Middle-aged,Cherry DR Pepper,3.95,0.191,Packaging was damaged.,1,1
2021-06-06,Seniors,DR Pepper Classic,3.9,0.158,Packaging was damaged.,1,1
2019-02-23,Middle-aged,DR Pepper Classic,4.08,0.191,Enjoyed with lunch.,1,1
2022-02-25,Young adults,Diet DR Pepper,3.24,0.158,Not satisfied with carbonation.,3,1
2022-10-30,Teens,DR Pepper Classic,2.98,0.137,"Loved the taste, will buy again.",2,2
2020-06-03,Young adults,Diet DR Pepper,3.02,0.158,Perfect for parties.,3,1
2018-11-24,Middle-aged,DR Pepper Zero Sugar,2.47,0.169,Bought for family gathering.,0,3
2021-03-24,Teens,DR Pepper Classic,3.16,0.202,"Loved the taste, will buy again.",2,2
2020-10-27,Teens,DR Pepper Classic,3.85,0.192,Prefer sugar-free.,2,2
2023-08-14,Young adults,DR Pepper Zero Sugar,2.28,0.124,Okay but not my favorite.,0,0
2019-12-29,Middle-aged,DR Pepper Zero Sugar,2.72,0.21,"Loved the taste, will buy again.",0,3
2020-02-15,Teens,DR Pepper Classic,3.95,0.148,Too sweet for me.,2,2
2023-09-24,Teens,DR Pepper Classic,3.84,0.154,Too sweet for me.,2,2
2024-03-02,Young adults,DR Pepper Classic,3.1,0.136,Packaging was damaged.,1,1
2021-05-09,Teens,Cherry DR Pepper,3.25,0.095,Packaging was damaged.,2,2
2024-04-16,Young adults,DR Pepper Classic,4.29,0.178,Okay but not my favorite.,1,1
2021-05-20,Teens,Cherry DR Pepper,3.89,0.139,Enjoyed with lunch.,2,2
2019-11-17,Young adults,Cherry DR Pepper,3.29,0.164,Bought for family gathering.,1,1
2024-05-27,Teens,DR Pepper Classic,3.48,0.144,Bought for family gathering.,2,2
2023-06-08,Seniors,DR Pepper Classic,4.04,0.188,Bought for family gathering.,1,1
2023-07-19,Teens,DR Pepper Classic,3.05,0.176,Too sweet for me.,2,2
2022-04-02,Seniors,DR Pepper Classic,3.04,0.141,Packaging was damaged.,1,1
2024-07-07,Middle-aged,DR Pepper Classic,3.61,0.173,Bought for family gathering.,1,1
2019-03-06,Middle-aged,DR Pepper Classic,2.82,0.205,"Loved the taste, will buy again.",1,1
2021-04-09,Teens,DR Pepper Zero Sugar,2.66,0.187,Perfect for parties.,0,3
2019-01-13,Middle-aged,DR Pepper Classic,3.28,0.194,Enjoyed with lunch.,1,1
2020-04-26,Middle-aged,DR Pepper Classic,2.17,0.204,Prefer sugar-free.,1,1
2018-07-25,Young adults,Cherry DR Pepper,3.74,0.139,Enjoyed with lunch.,1,1
2022-06-15,Young adults,DR Pepper Zero Sugar,3.31,0.114,Not satisfied with carbonation.,0,0
2021-03-06,Teens,Diet DR Pepper,4.18,0.219,Prefer sugar-free.,3,2
2022-10-15,Young adults,DR Pepper Classic,3.8,0.188,Packaging was damaged.,1,1
2023-08-13,Teens,DR Pepper Classic,2.99,0.119,Bought for family gathering.,2,2
2019-05-29,Seniors,Cherry DR Pepper,3.47,0.106,Perfect for parties.,1,1
2021-10-22,Middle-aged,DR Pepper Classic,4.43,0.243,Okay but not my favorite.,1,1
2020-03-07,Teens,Diet DR Pepper,3.43,0.122,Bought for family gathering.,3,2
2020-06-18,Young adults,Cherry DR Pepper,4.22,0.152,Great value for money.,1,1
2022-11-14,Middle-aged,DR Pepper Zero Sugar,2.71,0.178,Okay but not my favorite.,0,3
2021-11-07,Teens,DR Pepper Classic,3.39,0.154,Great value for money.,2,2
2023-07-15,Middle-aged,Cherry DR Pepper,3.67,0.219,Enjoyed with lunch.,1,1
2024-04-30,Teens,Cherry DR Pepper,4.16,0.141,Perfect for parties.,2,2
2019-07-08,Young adults,DR Pepper Classic,3.29,0.149,Not satisfied with carbonation.,1,1
2021-11-17,Middle-aged,DR Pepper Zero Sugar,3.3,0.269,Great value for money.,0,3
2019-05-09,Young adults,DR Pepper Zero Sugar,3.0,0.165,Prefer sugar-free.,0,0
2024-10-28,Young adults,Cherry DR Pepper,3.09,0.18,Great value for money.,1,1
2020-05-01,Middle-aged,Cherry DR Pepper,3.7,0.155,Great value for money.,1,1
2023-08-04,Young adults,DR Pepper Classic,4.05,0.197,Too sweet for me.,1,1
2020-03-19,Middle-aged,Cherry DR Pepper,3.7,0.233,Perfect for parties.,1,1
2019-04-05,Middle-aged,Diet DR Pepper,3.04,0.174,Prefer sugar-free.,3,1
2022-05-09,Teens,DR Pepper Classic,4.21,0.095,Great value for money.,2,2
2019-11-03,Teens,DR Pepper Zero Sugar,3.19,0.139,Bought for family gathering.,2,3
2022-04-28,Middle-aged,DR Pepper Classic,2.81,0.257,Great value for money.,1,1
2019-08-04,Young adults,DR Pepper Classic,3.36,0.161,Prefer sugar-free.,1,1
2021-01-28,Middle-aged,Cherry DR Pepper,3.83,0.276,Bought for family gathering.,1,1
2019-12-17,Young adults,DR Pepper Classic,3.62,0.163,"Loved the taste, will buy again.",1,1
2018-07-27,Middle-aged,Cherry DR Pepper,3.96,0.145,Enjoyed with lunch.,1,1
2021-07-19,Teens,DR Pepper Classic,3.42,0.135,Packaging was damaged.,2,2
2023-04-25,Middle-aged,DR Pepper Zero Sugar,2.89,0.144,Prefer sugar-free.,0,3
2024-01-18,Middle-aged,DR Pepper Classic,3.51,0.178,Perfect for parties.,1,1
2019-10-28,Young adults,DR Pepper Zero Sugar,3.4,0.191,Okay but not my favorite.,0,0
2020-06-17,Middle-aged,DR Pepper Zero Sugar,2.66,0.186,Too sweet for me.,0,3
2018-03-30,Young adults,Diet DR Pepper,3.16,0.213,Bought for family gathering.,3,1
2018-12-06,Young adults,Cherry DR Pepper,3.82,0.164,Enjoyed with lunch.,1,1
2022-11-15,Young adults,DR Pepper Classic,3.23,0.135,Perfect for parties.,1,1
2022-11-20,Middle-aged,DR Pepper Zero Sugar,3.23,0.204,Packaging was damaged.,0,3
2022-08-27,Seniors,DR Pepper Classic,3.67,0.166,Too sweet for me.,1,1
2024-01-28,Middle-aged,Cherry DR Pepper,2.67,0.199,Not satisfied with carbonation.,1,1
2019-02-21,Young adults,DR Pepper Classic,3.52,0.142,Not satisfied with carbonation.,1,1
2019-03-12,Middle-aged,DR Pepper Classic,4.21,0.208,Packaging was damaged.,1,1
2024-02-26,Teens,DR Pepper Zero Sugar,3.75,0.192,Not satisfied with carbonation.,2,3
2023-03-14,Young adults,DR Pepper Classic,3.84,0.141,"Loved the taste, will buy again.",1,1
2024-10-17,Young adults,DR Pepper Classic,4.14,0.123,Perfect for parties.,1,1
2019-01-14,Seniors,Diet DR Pepper,3.12,0.124,Great value for money.,3,1
2020-04-09,Young adults,DR Pepper Classic,3.78,0.179,Great value for money.,1,1
2022-11-08,Teens,DR Pepper Zero Sugar,3.08,0.102,Okay but not my favorite.,2,3
2021-03-17,Teens,Cherry DR Pepper,4.03,0.16,Not satisfied with carbonation.,2,2
2022-12-29,Middle-aged,Diet DR Pepper,4.12,0.211,Not satisfied with carbonation.,3,1
2020-03-26,Young adults,DR Pepper Zero Sugar,3.5,0.191,Perfect for parties.,0,0
2021-05-27,Middle-aged,DR Pepper Classic,3.33,0.278,Bought for family gathering.,1,1
2024-02-03,Young adults,Diet DR Pepper,3.99,0.124,Not satisfied with carbonation.,3,1
2022-01-29,Young adults,Cherry DR Pepper,3.82,0.129,Great value for money.,1,1
2020-03-04,Middle-aged,DR Pepper Classic,3.83,0.238,Great value for money.,1,1
2020-06-08,Young adults,DR Pepper Classic,3.38,0.196,Enjoyed with lunch.,1,1
2021-07-31,Middle-aged,DR Pepper Classic,3.87,0.234,Great value for money.,1,1
2023-01-31,Middle-aged,DR Pepper Classic,3.7,0.139,Bought for family gathering.,1,1
2020-06-05,Middle-aged,Cherry DR Pepper,4.27,0.159,Okay but not my favorite.,1,1
2024-09-23,Middle-aged,DR Pepper Classic,3.25,0.229,Okay but not my favorite.,1,1
2023-08-16,Middle-aged,DR Pepper Classic,3.98,0.195,Packaging was damaged.,1,1
2024-10-25,Middle-aged,DR Pepper Classic,2.28,0.239,Okay but not my favorite.,1,1
2023-09-25,Seniors,DR Pepper Classic,3.19,0.157,Too sweet for me.,1,1
2018-08-05,Teens,DR Pepper Classic,2.83,0.144,Great value for money.,2,2
2021-05-17,Seniors,Diet DR Pepper,3.37,0.239,Perfect for parties.,3,1
2018-12-12,Teens,DR Pepper Classic,3.98,0.119,Not satisfied with carbonation.,2,2
2021-11-29,Young adults,Diet DR Pepper,3.2,0.202,"Loved the taste, will buy again.",3,1
2023-09-04,Middle-aged,Diet DR Pepper,3.88,0.153,Great value for money.,3,1
2021-10-07,Young adults,Cherry DR Pepper,3.31,0.154,Perfect for parties.,1,1
2021-02-22,Young adults,DR Pepper Classic,2.8,0.202,"Loved the taste, will buy again.",1,1
2020-12-22,Young adults,DR Pepper Classic,3.86,0.138,Packaging was damaged.,1,1
2018-12-05,Young adults,DR Pepper Classic,4.09,0.206,Bought for family gathering.,1,1
2018-11-18,Teens,DR Pepper Zero Sugar,3.05,0.143,Not satisfied with carbonation.,2,3
2018-06-12,Teens,DR Pepper Classic,4.41,0.121,Prefer sugar-free.,2,2
2018-12-02,Young adults,DR Pepper Classic,3.75,0.177,Perfect for parties.,1,1
2024-11-16,Middle-aged,DR Pepper Classic,3.7,0.182,Packaging was damaged.,1,1
2021-06-20,Middle-aged,DR Pepper Classic,3.28,0.179,Packaging was damaged.,1,1
2021-08-22,Young adults,DR Pepper Classic,2.85,0.165,Prefer sugar-free.,1,1
2021-03-21,Seniors,DR Pepper Classic,3.37,0.128,Packaging was damaged.,1,1
2021-01-23,Young adults,DR Pepper Classic,4.29,0.127,Packaging was damaged.,1,1
2023-07-19,Teens,Cherry DR Pepper,3.8,0.086,Bought for family gathering.,2,2
2019-02-11,Seniors,DR Pepper Classic,3.3,0.185,Okay but not my favorite.,1,1
2024-07-12,Young adults,Cherry DR Pepper,3.25,0.193,Great value for money.,1,1
2018-04-07,Seniors,DR Pepper Zero Sugar,3.27,0.146,Too sweet for me.,0,3
2024-07-31,Young adults,Cherry DR Pepper,3.14,0.176,Too sweet for me.,1,1
2024-10-23,Middle-aged,DR Pepper Classic,3.68,0.242,Bought for family gathering.,1,1
2024-06-24,Teens,Diet DR Pepper,2.97,0.131,Prefer sugar-free.,3,2
2020-07-05,Middle-aged,DR Pepper Classic,3.37,0.192,Too sweet for me.,1,1
2023-11-01,Teens,Cherry DR Pepper,4.02,0.208,Perfect for parties.,2,2
2022-10-02,Teens,DR Pepper Classic,3.03,0.162,Enjoyed with lunch.,2,2
2021-12-04,Teens,Cherry DR Pepper,3.7,0.177,Perfect for parties.,2,2
2023-11-23,Young adults,DR Pepper Classic,2.74,0.201,Not satisfied with carbonation.,1,1
2018-06-28,Young adults,DR Pepper Classic,3.44,0.195,"Loved the taste, will buy again.",1,1
2022-05-15,Seniors,DR Pepper Classic,3.75,0.148,Perfect for parties.,1,1
2024-07-13,Middle-aged,DR Pepper Zero Sugar,3.4,0.171,Enjoyed with lunch.,0,3
2018-07-25,Middle-aged,DR Pepper Classic,4.07,0.22,Bought for family gathering.,1,1
2024-03-07,Middle-aged,DR Pepper Zero Sugar,3.33,0.216,Too sweet for me.,0,3
2020-01-11,Middle-aged,Cherry DR Pepper,3.5,0.207,Enjoyed with lunch.,1,1
2020-05-09,Middle-aged,DR Pepper Classic,2.59,0.209,Too sweet for me.,1,1
2019-09-26,Seniors,DR Pepper Classic,4.0,0.147,Not satisfied with carbonation.,1,1
2022-07-18,Seniors,Cherry DR Pepper,3.44,0.135,"Loved the taste, will buy again.",1,1
2018-12-19,Young adults,DR Pepper Classic,2.78,0.158,Prefer sugar-free.,1,1
2021-11-14,Young adults,Diet DR Pepper,4.14,0.172,Packaging was damaged.,3,1
2019-10-09,Middle-aged,DR Pepper Zero Sugar,2.97,0.182,Okay but not my favorite.,0,3
2022-09-20,Teens,DR Pepper Classic,3.74,0.197,Enjoyed with lunch.,2,2
2022-01-08,Young adults,DR Pepper Classic,3.61,0.224,Perfect for parties.,1,1
2022-07-27,Middle-aged,Cherry DR Pepper,3.69,0.226,Enjoyed with lunch.,1,1
2021-01-30,Middle-aged,Cherry DR Pepper,3.51,0.237,Great value for money.,1,1
2018-06-10,Middle-aged,DR Pepper Classic,3.21,0.161,Prefer sugar-free.,1,1
2021-10-12,Seniors,DR Pepper Classic,4.61,0.192,Enjoyed with lunch.,1,1
2023-01-03,Middle-aged,Diet DR Pepper,2.47,0.199,Bought for family gathering.,3,1
2018-05-23,Young adults,DR Pepper Zero Sugar,2.78,0.166,Perfect for parties.,0,0
2021-12-07,Young adults,DR Pepper Classic,3.05,0.172,Prefer sugar-free.,1,1
2021-07-06,Young adults,DR Pepper Classic,3.76,0.172,Great value for money.,1,1
2022-06-28,Young adults,Diet DR Pepper,2.99,0.169,Prefer sugar-free.,3,1
2020-03-23,Teens,DR Pepper Zero Sugar,2.75,0.132,Too sweet for me.,2,3
2018-04-09,Young adults,DR Pepper Classic,3.82,0.14,Not satisfied with carbonation.,1,1
2018-08-04,Middle-aged,DR Pepper Classic,4.47,0.153,Okay but not my favorite.,1,1
2022-11-14,Middle-aged,Cherry DR Pepper,3.28,0.212,"Loved the taste, will buy again.",1,1
2024-10-21,Middle-aged,DR Pepper Classic,2.72,0.116,Not satisfied with carbonation.,1,1
2024-11-24,Seniors,DR Pepper Zero Sugar,3.03,0.228,Enjoyed with lunch.,0,3
2024-09-16,Young adults,DR Pepper Zero Sugar,3.42,0.161,"Loved the taste, will buy again.",0,0
2023-08-23,Young adults,DR Pepper Zero Sugar,2.89,0.126,Prefer sugar-free.,0,0
2024-06-18,Teens,DR Pepper Classic,3.82,0.166,Enjoyed with lunch.,2,2
2018-08-23,Middle-aged,Cherry DR Pepper,3.43,0.196,Prefer sugar-free.,1,1
2023-02-08,Young adults,DR Pepper Zero Sugar,4.2,0.152,Prefer sugar-free.,0,0
2018-08-31,Teens,DR Pepper Classic,3.81,0.133,Okay but not my favorite.,2,2
2022-10-26,Young adults,DR Pepper Classic,3.26,0.177,Enjoyed with lunch.,1,1
2024-07-16,Middle-aged,DR Pepper Classic,3.12,0.233,Bought for family gathering.,1,1
2021-06-01,Teens,DR Pepper Classic,3.64,0.071,Prefer sugar-free.,2,2
2024-02-11,Seniors,Cherry DR Pepper,4.04,0.18,Too sweet for me.,1,1
2019-11-17,Young adults,DR Pepper Zero Sugar,2.35,0.229,Enjoyed with lunch.,0,0
2021-01-25,Young adults,Diet DR Pepper,3.21,0.156,Great value for money.,3,1
2018-11-17,Young adults,Cherry DR Pepper,4.07,0.202,"Loved the taste, will buy again.",1,1
2023-01-15,Young adults,DR Pepper Zero Sugar,3.17,0.2,"Loved the taste, will buy again.",0,0
2018-05-07,Young adults,DR Pepper Classic,3.81,0.236,Too sweet for me.,1,1
2020-06-18,Young adults,DR Pepper Classic,4.25,0.187,Enjoyed with lunch.,1,1
2024-03-12,Young adults,DR Pepper Classic,1.95,0.201,Okay but not my favorite.,1,1
2020-12-09,Young adults,DR Pepper Classic,3.61,0.212,Not satisfied with carbonation.,1,1
2024-05-04,Young adults,Cherry DR Pepper,2.52,0.199,Too sweet for me.,1,1
2018-03-24,Young adults,Cherry DR Pepper,3.68,0.153,Enjoyed with lunch.,1,1
2024-04-10,Young adults,DR Pepper Classic,4.15,0.158,Enjoyed with lunch.,1,1
2018-08-13,Young adults,DR Pepper Classic,3.44,0.188,Enjoyed with lunch.,1,1
2023-11-29,Teens,DR Pepper Classic,3.03,0.176,Too sweet for me.,2,2
2019-01-25,Middle-aged,DR Pepper Classic,3.91,0.21,Prefer sugar-free.,1,1
2024-06-29,Middle-aged,DR Pepper Classic,3.57,0.169,Bought for family gathering.,1,1
2018-01-23,Young adults,DR Pepper Classic,3.59,0.173,Bought for family gathering.,1,1
2018-06-05,Young adults,DR Pepper Zero Sugar,4.08,0.138,Bought for family gathering.,0,0
2018-04-08,Seniors,DR Pepper Zero Sugar,2.25,0.188,"Loved the taste, will buy again.",0,3
2018-10-31,Teens,DR Pepper Classic,3.18,0.209,Okay but not my favorite.,2,2
2024-01-19,Middle-aged,Diet DR Pepper,3.39,0.216,Prefer sugar-free.,3,1
2023-07-13,Young adults,DR Pepper Classic,4.11,0.121,Too sweet for me.,1,1
2019-08-27,Middle-aged,Cherry DR Pepper,3.22,0.203,Not satisfied with carbonation.,1,1
2022-01-05,Middle-aged,Cherry DR Pepper,3.49,0.2,"Loved the taste, will buy again.",1,1
2019-11-05,Young adults,DR Pepper Classic,3.47,0.164,Too sweet for me.,1,1
2020-12-16,Teens,DR Pepper Classic,3.42,0.089,Packaging was damaged.,2,2
2019-06-25,Seniors,Cherry DR Pepper,4.05,0.184,Prefer sugar-free.,1,1
2022-10-07,Middle-aged,DR Pepper Classic,3.47,0.228,Perfect for parties.,1,1
2024-10-19,Young adults,DR Pepper Zero Sugar,3.32,0.153,Packaging was damaged.,0,0
2024-07-29,Young adults,Cherry DR Pepper,3.1,0.153,Not satisfied with carbonation.,1,1
2022-01-30,Young adults,Diet DR Pepper,3.27,0.17,"Loved the taste, will buy again.",3,1
2022-03-24,Middle-aged,DR Pepper Classic,3.52,0.252,Bought for family gathering.,1,1
2022-06-16,Teens,Diet DR Pepper,3.62,0.141,Okay but not my favorite.,3,2
2019-11-01,Middle-aged,Diet DR Pepper,4.46,0.177,Too sweet for me.,3,1
2018-12-09,Teens,DR Pepper Classic,3.98,0.138,Enjoyed with lunch.,2,2
2018-03-25,Middle-aged,DR Pepper Zero Sugar,2.65,0.217,Too sweet for me.,0,3
2020-04-28,Young adults,DR Pepper Classic,3.82,0.119,Perfect for parties.,1,1
2024-09-23,Middle-aged,DR Pepper Classic,3.47,0.193,Okay but not my favorite.,1,1
2023-05-31,Teens,DR Pepper Zero Sugar,2.83,0.14,Not satisfied with carbonation.,2,3
2023-09-12,Young adults,DR Pepper Zero Sugar,2.74,0.177,Packaging was damaged.,0,0
2023-02-13,Middle-aged,DR Pepper Zero Sugar,2.71,0.179,Packaging was damaged.,0,3
2022-10-10,Young adults,Cherry DR Pepper,3.13,0.14,Packaging was damaged.,1,1
2020-02-28,Teens,Cherry DR Pepper,3.05,0.178,Packaging was damaged.,2,2
2023-07-12,Teens,DR Pepper Classic,3.83,0.095,Okay but not my favorite.,2,2
2019-01-19,Middle-aged,DR Pepper Zero Sugar,2.82,0.247,Packaging was damaged.,0,3
2023-04-10,Teens,DR Pepper Zero Sugar,3.09,0.16,Perfect for parties.,2,3
2018-08-03,Teens,DR Pepper Classic,3.07,0.17,Great value for money.,2,2
2020-05-07,Young adults,DR Pepper Classic,3.79,0.182,Bought for family gathering.,1,1
2021-05-09,Young adults,DR Pepper Classic,3.15,0.215,Enjoyed with lunch.,1,1
2024-09-10,Young adults,Cherry DR Pepper,3.03,0.196,Great value for money.,1,1
2019-11-15,Young adults,DR Pepper Classic,4.28,0.219,Great value for money.,1,1
2024-03-04,Young adults,DR Pepper Classic,3.6,0.205,Perfect for parties.,1,1
2021-08-04,Young adults,Cherry DR Pepper,3.54,0.214,Bought for family gathering.,1,1
2019-07-25,Young adults,Diet DR Pepper,3.1,0.159,Perfect for parties.,3,1
2022-06-05,Young adults,DR Pepper Classic,3.32,0.169,Too sweet for me.,1,1
2024-10-12,Teens,DR Pepper Classic,3.75,0.15,Too sweet for me.,2,2
2023-05-29,Middle-aged,DR Pepper Classic,2.73,0.2,Great value for money.,1,1
2023-07-06,Young adults,DR Pepper Classic,2.6,0.197,Enjoyed with lunch.,1,1
2023-01-27,Young adults,DR Pepper Classic,3.56,0.158,Prefer sugar-free.,1,1
2019-07-06,Young adults,DR Pepper Classic,2.63,0.18,Prefer sugar-free.,1,1
2018-03-23,Seniors,DR Pepper Classic,2.55,0.189,Great value for money.,1,1
2018-04-23,Seniors,Diet DR Pepper,3.65,0.113,Bought for family gathering.,3,1
2019-08-24,Young adults,Cherry DR Pepper,3.78,0.212,Enjoyed with lunch.,1,1
2022-03-28,Teens,DR Pepper Zero Sugar,3.09,0.211,Great value for money.,0,3
2023-08-08,Young adults,DR Pepper Classic,2.94,0.153,"Loved the taste, will buy again.",1,1
2024-11-24,Teens,DR Pepper Zero Sugar,3.7,0.194,Bought for family gathering.,2,3
2023-04-24,Young adults,DR Pepper Classic,4.0,0.187,Enjoyed with lunch.,1,1
2021-01-17,Seniors,DR Pepper Classic,2.82,0.143,Bought for family gathering.,1,1
2021-10-22,Young adults,DR Pepper Zero Sugar,2.95,0.205,Perfect for parties.,0,0
2018-08-04,Young adults,DR Pepper Zero Sugar,2.8,0.238,Bought for family gathering.,0,0
2022-05-04,Teens,Diet DR Pepper,3.18,0.138,Okay but not my favorite.,3,2
2018-09-27,Teens,DR Pepper Zero Sugar,3.54,0.118,Bought for family gathering.,2,3
2020-04-04,Seniors,Cherry DR Pepper,3.51,0.103,Prefer sugar-free.,1,1
2019-07-26,Young adults,DR Pepper Classic,3.99,0.176,Prefer sugar-free.,1,1
2022-01-19,Young adults,Cherry DR Pepper,2.83,0.185,Perfect for parties.,1,1
2024-07-12,Young adults,Diet DR Pepper,2.89,0.234,Bought for family gathering.,3,1
2018-10-26,Middle-aged,DR Pepper Zero Sugar,2.8,0.256,Enjoyed with lunch.,0,3
2021-05-22,Young adults,Cherry DR Pepper,3.43,0.16,Not satisfied with carbonation.,1,1
2023-10-13,Young adults,Diet DR Pepper,3.21,0.204,Great value for money.,3,1
2020-02-09,Young adults,DR Pepper Classic,3.58,0.145,Packaging was damaged.,1,1
2022-02-21,Young adults,Cherry DR Pepper,3.82,0.182,Prefer sugar-free.,1,1
2018-11-24,Teens,DR Pepper Classic,3.94,0.146,Okay but not my favorite.,2,2
2021-11-10,Young adults,DR Pepper Classic,3.87,0.154,"Loved the taste, will buy again.",1,1
2019-09-06,Teens,DR Pepper Zero Sugar,2.25,0.146,Too sweet for me.,0,3
2023-07-05,Middle-aged,DR Pepper Classic,3.57,0.225,Not satisfied with carbonation.,1,1
2019-02-22,Middle-aged,Diet DR Pepper,2.89,0.233,Too sweet for me.,3,1
2024-06-17,Seniors,DR Pepper Classic,3.91,0.166,Bought for family gathering.,1,1
2022-01-23,Young adults,DR Pepper Classic,4.15,0.177,Okay but not my favorite.,1,1
2019-01-05,Teens,DR Pepper Classic,3.92,0.095,Bought for family gathering.,2,2
2023-08-15,Young adults,Cherry DR Pepper,4.65,0.188,Perfect for parties.,1,1
2018-04-19,Middle-aged,DR Pepper Classic,3.88,0.192,Enjoyed with lunch.,1,1
2023-03-31,Young adults,DR Pepper Zero Sugar,3.5,0.177,Not satisfied with carbonation.,0,0
2018-07-02,Young adults,Diet DR Pepper,2.8,0.166,Not satisfied with carbonation.,3,1
